hhid,today,coffee_farm_manager,survey_agreed,woredaname,kebele_def,farm_owner,coop_f,coop_m,edu_wh,edu_hw,gpslatitude_deidentified,gpslongitude_deidentified,farm_area_total,coffeefarm_area_total,num_coffee_fields,ao_ls_7,washed_arabica_production,trainings3,income_from_coffee_mod,coffeetrees
5520905,25-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,No Education,5.7459789,38.360795,1,0.75,3,0,600,1,50%,1875
5520907,06-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,No Education,Elementary - Grade 1-6,5.7460843,38.363823,1,0.75,1,3,500,1,100%,1875
5520908,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Man (husband),Yes,Yes,High School - Grade 9-10,Junior Secondary - Grade 7-8,5.7473489,38.36419,1.5,1,1,0,500,1,100%,2500
5520909,15-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,No Education,5.7478681,38.364094,1,0.75,1,3,500,1,100%,1875
5520910,15-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7472578,38.365086,2.25,2,2,6,300,1,100%,5000
5520914,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Man (husband),No,No,No Education,No Education,5.7450453,38.36274,1,0.75,2,4,350,1,100%,1875
5520916,26-Mar-20,Man (husband),Yes,Bulehora,Sakicha,Man (husband),,No,,Elementary - Grade 1-6,5.7472945,38.363644,1,0.75,1,0,500,1,100%,1875
5521001,17-Mar-20,Man (husband),Yes,Bulehora,Sakicha,Man (husband),No,Yes,No Education,Junior Secondary - Grade 7-8,5.7422677,38.365513,0.5,0.25,1,2,200,1,100%,625
5521002,17-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Man (husband),No,No,No Education,National exam + 1 year vocational - Grade 10+1,5.7399035,38.365033,1,0.75,1,1,300,1,100%,1875
5521003,24-Mar-20,Man (husband),Yes,Bulehora,Sakicha,Man (husband),No,No,No Education,No Education,5.7393657,38.368294,1.5,1,1,4,300,1,100%,2500
5521004,25-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Man (husband),No,No,No Education,No Education,5.7397714,38.365159,1,0.75,1,0,500,0,100%,1875
5521005,24-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Man (husband),No,No,No Education,No Education,5.7406626,38.365418,1,0.75,2,0,200,1,100%,1875
5521006,17-Mar-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.7389999,38.363328,0.75,0.5,1,0,500,1,100%,1250
5521007,17-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Man (husband),No,No,No Education,No Education,5.7391339,38.365281,1.5,1.25,2,2,400,1,100%,3125
5521008,20-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,No Education,Elementary - Grade 1-6,5.7416616,38.363755,0.5,0.25,1,0,200,1,100%,625
5521009,09-Jul-20,Man (husband),Yes,Bulehora,Sakicha,Man (husband),,No,,No Education,5.7407537,38.365342,1,0.75,1,1,500,1,100%,1875
5521011,18-Jul-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Man (husband),No,No,No Education,Elementary - Grade 1-6,5.7403489,38.364087,1.5,1,2,0,550,1,100%,2500
5521019,18-Jul-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Man (husband),No,No,No Education,No Education,5.7402135,38.365864,0.75,0.5,1,0,350,1,100%,1250
5521020,17-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,No Education,No Education,5.7411762,38.365159,1.25,1,1,1,250,1,50%,2500
5521026,28-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Man (husband),No,No,No Education,Elementary - Grade 1-6,5.7390004,38.363011,2,1.5,3,0,400,1,100%,3750
5521029,18-May-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Man (husband),Yes,Yes,Elementary - Grade 1-6,High School - Grade 9-10,5.7425028,38.367467,1.5,1,3,0,500,1,100%,2500
5521030,25-Apr-20,Woman (wife),Yes,Bulehora,Sakicha,Man (husband),No,No,No Education,No Education,5.7419439,38.365868,1.25,1,1,3,600,1,100%,2500
5530101,09-Mar-20,Joint with other family members,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7525774,38.346478,1,1,2,1,100,1,100%,2500
5530102,24-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7505875,38.341961,1,1,2,1,800,1,100%,2500
5530103,10-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,No Education,Diploma - Grade 10+4,5.7509771,38.342591,1,1,2,1,200,1,100%,2500
5530104,10-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,No Education,No Education,5.7522631,38.343899,2,2,2,2,1000,1,100%,5000
5530105,10-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,National exam + 1 year vocational - Grade 10+1,High School - Grade 9-10,5.751217,38.342236,2,1,2,0,300,1,100%,2500
5530107,11-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,High School - Grade 9-10,5.7526828,38.348179,1,1,1,0,200,1,50%,2500
5530109,11-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Junior Secondary - Grade 7-8,Junior Secondary - Grade 7-8,5.7522417,38.345471,1,1,1,4,500,1,100%,2500
5530110,10-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,No Education,5.7501245,38.341759,1,1,2,2,100,1,100%,2500
5530113,11-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7603503,38.345967,1,1,1,0,200,1,>50%,2500
5530114,09-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,No Education,No Education,5.7512556,38.345891,2,1,2,4,500,1,100%,2500
5530116,10-Jul-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,No Education,Elementary - Grade 1-6,5.7528458,38.347676,1,1,2,2,100,1,100%,2500
5530117,11-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Junior Secondary - Grade 7-8,Elementary - Grade 1-6,5.7531172,38.346043,1,1,1,0,200,1,100%,2500
5530118,10-Jul-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7531496,38.348046,1,1,1,3,300,1,100%,2500
5530120,10-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,High School - Grade 9-10,5.7517372,38.344834,3,2,2,1,200,1,100%,5000
5530121,27-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7516957,38.348916,2,1,1,2,800,1,100%,2500
5530122,10-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7526322,38.343903,2,2,2,4,2000,1,100%,5000
5530123,09-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.7522956,38.346726,2,1,2,1,500,1,100%,2500
5530124,24-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7606831,38.345479,1,1,1,0,150,0,100%,2500
5530125,09-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7513371,38.346612,1,1,2,3,600,0,100%,2500
5530201,31-Mar-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Junior Secondary - Grade 7-8,National exam + 2 years vocational - Grade 10+2,5.7530204,38.358437,1,1,1,0,1000,1,>25% and <50%,2500
5530202,15-Jul-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.7564936,38.358193,2,2,2,0,500,1,100%,5000
5530203,31-Mar-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,No Education,Elementary - Grade 1-6,5.7534843,38.356167,2,1,2,1,300,1,100%,2500
5530204,15-Jul-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,No Education,5.7532807,38.357243,1,1,1,0,500,1,100%,2500
5530206,26-Mar-20,Woman (wife),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.754562,38.358388,1,1,1,0,100,1,>25% and <50%,2500
5530207,17-Jul-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7550593,38.356366,1,1,2,3,400,1,100%,2500
5530208,31-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7525755,38.357262,3,3,1,0,300,1,100%,7500
5530209,15-Jul-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Elementary - Grade 1-6,National exam + 3 years vocational - Grade 10+3,5.7531367,38.357434,1,1,1,0,300,1,100%,2500
5530210,15-Jul-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,No Education,5.7554985,38.356759,2,1,1,0,400,1,100%,2500
5530212,27-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,Junior Secondary - Grade 7-8,5.7568937,38.358132,4.5,4,3,1,1000,1,100%,10000
5530213,17-Jul-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7563163,38.354252,3,2,2,1,400,1,100%,5000
5530214,16-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,Junior Secondary - Grade 7-8,5.7545048,38.352692,2,1,1,0,300,1,>50%,2500
5530216,26-Mar-20,Woman (wife),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.7550221,38.357884,1,1,2,0,200,1,>50%,2500
5530217,26-Mar-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7561632,38.357983,4.5,4,2,0,2000,1,100%,10000
5530218,01-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.7566214,38.357861,2,2,2,4,500,1,100%,5000
5530219,27-Mar-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7558246,38.357129,3,2,3,2,500,1,100%,5000
5530220,01-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.7548004,38.355694,1,1,1,1,1000,1,100%,2500
5530222,27-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,High School - Grade 9-10,5.7572318,38.357911,1,1,1,1,5000,1,>50%,2500
5530226,26-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Junior Secondary - Grade 7-8,5.7526956,38.358315,1,1,2,0,500,1,100%,2500
5530301,08-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7424851,38.347977,1,1,1,2,400,1,100%,2500
5530302,30-Jun-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,High School - Grade 9-10,5.7415424,38.347836,3,3,4,0,2000,1,100%,7500
5530304,07-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,High School - Grade 9-10,5.7413955,38.363122,4.5,4,2,4,5000,1,100%,10000
5530305,30-Jun-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.7404691,38.346852,1,1,2,4,300,1,100%,2500
5530306,07-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7431098,38.347428,1,1,1,0,500,1,100%,2500
5530307,07-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7425166,38.347096,1,1,1,2,50,1,100%,2500
5530308,30-Jun-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7414566,38.347169,4,4,4,4,2000,1,100%,10000
5530309,07-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7429167,38.347706,1,1,1,2,100,1,100%,2500
5530312,09-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7379223,38.349061,2,2,1,5,4000,1,100%,5000
5530314,16-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,National exam + 1 year vocational - Grade 10+1,Elementary - Grade 1-6,5.7405291,38.349759,3,3,2,10,,1,100%,7500
5530317,08-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,Elementary - Grade 1-6,National exam + 1 year vocational - Grade 10+1,5.7427035,38.349698,2,2,2,2,500,1,100%,5000
5530401,03-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7539392,38.356549,2,2,2,0,500,1,100%,5000
5530402,01-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,Elementary - Grade 1-6,5.7528244,38.356431,1,1,1,0,200,1,100%,2500
5530403,25-Jun-20,Woman (wife),Yes,Bulehora,Sakicha,Woman (wife),Yes,,No Education,,5.7441283,38.351155,1,1,1,2,300,1,>50%,2500
5530404,02-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,No Education,5.7459851,38.353421,3,2,4,0,300,1,100%,5000
5530405,06-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7425252,38.351246,2,2,2,1,300,1,100%,5000
5530408,26-Jun-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,No Education,5.7406426,38.343384,1,1,1,10,500,1,100%,2500
5530409,25-Jun-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,National exam + 3 years vocational - Grade 10+3,5.7483874,38.344441,3,3,1,1,1000,1,100%,7500
5530410,02-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,National exam + 3 years vocational - Grade 10+3,5.7370106,38.347706,4.5,4,3,0,600,1,100%,10000
5530411,02-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.7352854,38.369744,4.5,4,4,0,2000,1,100%,10000
5530412,06-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,High School - Grade 9-10,5.7357951,38.369176,2,2,2,0,385,1,100%,5000
5530413,03-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.7494069,38.365754,2,2,2,2,1000,1,>50%,5000
5530414,31-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,National exam + 3 years vocational - Grade 10+3,5.7352052,38.36768,1,1,1,0,500,1,50%,2500
5530415,26-Jun-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,,Yes,,High School - Grade 9-10,5.7387634,38.355523,1,1,1,0,100,1,100%,2500
5530417,26-Jun-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7585541,38.356034,2,2,2,10,500,1,100%,5000
5530420,02-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,National exam + 3 years vocational - Grade 10+3,5.7395988,38.359013,2,2,3,6,500,1,>25% and <50%,5000
5530421,25-Jun-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,High School - Grade 9-10,5.7505527,38.360047,3,3,2,8,2000,1,>50%,7500
5530501,14-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Elementary - Grade 1-6,National exam + 1 year vocational - Grade 10+1,5.7620064,38.354413,2,1,2,4,300,1,>50%,2500
5530503,16-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,National exam + 1 year vocational - Grade 10+1,5.7594705,38.356209,2,1,1,0,500,1,50%,2500
5530504,18-Jun-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Junior Secondary - Grade 7-8,Junior Secondary - Grade 7-8,5.7593704,38.358704,2,2,3,2,200,1,100%,5000
5530505,14-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Elementary - Grade 1-6,National exam + 3 years vocational - Grade 10+3,5.7579366,38.354119,1,1,1,0,200,1,100%,2500
5530506,22-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,High School - Grade 9-10,5.7619425,38.356434,1,1,1,1,400,1,100%,2500
5530507,24-Jun-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,No Education,High School - Grade 9-10,5.7570272,38.352959,3,3,3,10,200,1,>50%,7500
5530508,23-Jun-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.7582021,38.354142,2,2,2,4,5000,1,100%,5000
5530509,14-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,Elementary - Grade 1-6,National exam + 1 year vocational - Grade 10+1,5.7599846,38.35347,2,1,3,4,500,1,>50%,2500
5530510,24-Jun-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7587419,38.355313,1,1,2,2,200,1,100%,2500
5530511,22-Apr-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,No Education,5.7587248,38.352738,4,4,1,2,500,1,100%,10000
5530512,22-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,No Education,5.7589288,38.356225,1,1,1,2,800,1,100%,2500
5530513,24-Jun-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Elementary - Grade 1-6,High School - Grade 9-10,5.7582718,38.354878,1,1,2,1,200,1,100%,2500
5530514,24-Jun-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,Yes,Elementary - Grade 1-6,National exam + 3 years vocational - Grade 10+3,5.7584253,38.355374,2,2,3,1,150,1,100%,5000
5530516,22-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.7612229,38.356816,2,2,1,2,400,1,100%,5000
5530518,14-Apr-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7612744,38.353989,2,1,3,0,300,1,100%,2500
5530520,18-Jun-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.760459,38.357724,2,2,2,1,500,1,100%,5000
5530521,18-Jun-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,Elementary - Grade 1-6,Junior Secondary - Grade 7-8,5.7592955,38.359387,1,1,1,2,100,1,100%,2500
5530522,18-Jun-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,Elementary - Grade 1-6,Elementary - Grade 1-6,5.761407,38.35611,1,1,1,2,100,1,100%,2500
5530601,12-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,No Education,No Education,5.7557903,38.343606,2,1,2,0,250,1,50%,2500
5530603,13-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,No Education,5.7568393,38.347504,2,2,1,2,1200,1,100%,5000
5530604,16-Mar-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,No Education,5.7560273,38.346272,1,1,2,1,100,1,>50%,2500
5530606,08-Jul-20,Both husband and wife equally,Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,Elementary - Grade 1-6,5.7559949,38.346036,1,1,1,7,500,1,100%,2500
5530607,09-Jul-20,Man (husband),Yes,Bulehora,Sakicha,Both husband and wife equally,No,No,No Education,No Education,5.7557131,38.345563,1,1,2,4,1000,1,100%,2500
5530608,17-Mar-20,Woman (wife),Yes,Bulehora,Sakicha,Both husband and wife equally,Yes,Yes,National exam + 1 year vocational - Grade 10+1,High School - Grade 9-10,5.7564865,38.34636,1,1,1,0,200,1,25%,2500
